Time,Host,BootDevice,BuildNumber,BuildType,Caption,CodeSet,CountryCode,CreationClassName,CSCreationClassName,CSDVersion,CSName,CurrentTimeZone,DataExecutionPrevention_32BitApplications,DataExecutionPrevention_Available,DataExecutionPrevention_Drivers,DataExecutionPrevention_SupportPolicy,Debug,Description,Distributed,EncryptionLevel,ForegroundApplicationBoost,FreePhysicalMemory,FreeSpaceInPagingFiles,FreeVirtualMemory,InstallDate,LargeSystemCache,LastBootUpTime,LocalDateTime,Locale,Manufacturer,MaxNumberOfProcesses,MaxProcessMemorySize,MUILanguages,Name,NumberOfLicensedUsers,NumberOfProcesses,NumberOfUsers,OperatingSystemSKU,Organization,OSArchitecture,OSLanguage,OSProductSuite,OSType,OtherTypeDescription,PAEEnabled,PlusProductID,PlusVersionNumber,PortableOperatingSystem,Primary,ProductType,RegisteredUser,SerialNumber,ServicePackMajorVersion,ServicePackMinorVersion,SizeStoredInPagingFiles,Status,SuiteMask,SystemDevice,SystemDirectory,SystemDrive,TotalSwapSpaceSize,TotalVirtualMemorySize,TotalVisibleMemorySize,Version,WindowsDirectory
1698484813.4938366,pc-dedo,\Device\HarddiskVolume3,19045,Multiprocessor Free,Microsoft Windows 10 Pro,1252,39,Win32_OperatingSystem,Win32_ComputerSystem,,PC-DEDO,120,True,True,True,2,False,,False,256,2,8448172,13135380,14567020,20200718210632.000000+060,,20231012192539.500000+120,20231028112013.415000+120,0410,Microsoft Corporation,-1,137438953344,"('it-IT',)",Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,,273,2,48,,64 bit,1040,256,18,,,,,False,True,1,User,00330-80000-00000-AA213,0,0,13631488,OK,272,\Device\HarddiskVolume5,C:\Windows\system32,C:,,30338964,16707476,10.0.19045,C:\Windows
1698485019.699806,pc-dedo,\Device\HarddiskVolume3,19045,Multiprocessor Free,Microsoft Windows 10 Pro,1252,39,Win32_OperatingSystem,Win32_ComputerSystem,,PC-DEDO,120,True,True,True,2,False,,False,256,2,8360396,13135608,14498104,20200718210632.000000+060,,20231012192539.500000+120,20231028112339.622000+120,0410,Microsoft Corporation,-1,137438953344,"('it-IT',)",Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,,273,2,48,,64 bit,1040,256,18,,,,,False,True,1,User,00330-80000-00000-AA213,0,0,13631488,OK,272,\Device\HarddiskVolume5,C:\Windows\system32,C:,,30338964,16707476,10.0.19045,C:\Windows
